	pmid	refid1	refid2	reltype	concept_pair	user_count	evtype	relation_count	test_completions	true_responses	response_ratio	refid1_type	refid2_type	broad_rel	cp_broken	no_rel	spec_rel	total_pmids
187	12150219	5443	C536008	g_d	5443_x_C536008	15	gene relates to disease	6	0.0	15	0.4	g	d	12.0	1.0	1.0	2.0	16.0
147	11353896	5443	C536008	g_d	5443_x_C536008	29	gene mutation is/may be associated with disease	15	0.0	29	0.5172413793103449	g	d	12.0	1.0	1.0	2.0	16.0
5	1325164	5443	C536008	g_d	5443_x_C536008	15	gene relates to disease	6	0.0	15	0.4	g	d	12.0	1.0	1.0	2.0	16.0
589	20499090	5443	C536008	g_d	5443_x_C536008	15	gene relates to disease	6	0.0	15	0.4	g	d	12.0	1.0	1.0	2.0	16.0
352	16937455	5443	C536008	g_d	5443_x_C536008	15	c_2_broken	4	0.0	15	0.26666666666666666	g	d	12.0	1.0	1.0	2.0	16.0
889	24139699	5443	C536008	g_d	5443_x_C536008	16	gene relates to disease	13	0.0	16	0.8125	g	d	12.0	1.0	1.0	2.0	16.0
135	11084394	5443	C536008	g_d	5443_x_C536008	15	gene mutation is/may be associated with disease	5	0.0	15	0.3333333333333333	g	d	12.0	1.0	1.0	2.0	16.0
91	10068747	5443	C536008	g_d	5443_x_C536008	15	gene has no relation to disease	6	0.0	15	0.4	g	d	12.0	1.0	1.0	2.0	16.0
66	8253654	5443	C536008	g_d	5443_x_C536008	15	gene relates to disease	6	0.0	15	0.4	g	d	12.0	1.0	1.0	2.0	16.0
57	7945119	5443	C536008	g_d	5443_x_C536008	28	gene relates to disease	18	3.0	25	0.72	g	d	12.0	1.0	1.0	2.0	16.0
35	3014426	5443	C536008	g_d	5443_x_C536008	27	gene relates to disease	14	2.0	25	0.56	g	d	12.0	1.0	1.0	2.0	16.0
11	1659963	5443	C536008	g_d	5443_x_C536008	15	gene relates to disease	9	1.0	14	0.6428571428571429	g	d	12.0	1.0	1.0	2.0	16.0
867	23861206	8086	D030342	g_d	8086_x_D030342	16	gene mutation is/may be associated with disease	11	0.0	16	0.6875	g	d	1.0	1.0	0.0	12.0	15.0
177	11914417	8086	D030342	g_d	8086_x_D030342	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d	1.0	1.0	0.0	12.0	15.0
656	21565631	8086	D030342	g_d	8086_x_D030342	16	gene mutation is/may be associated with disease	12	0.0	16	0.75	g	d	1.0	1.0	0.0	12.0	15.0
530	19322026	8086	D030342	g_d	8086_x_D030342	15	c_1_broken	12	0.0	15	0.8	g	d	1.0	1.0	0.0	12.0	15.0
688	21686524	8086	D030342	g_d	8086_x_D030342	15	c_2_broken	10	0.0	15	0.6666666666666666	g	d	1.0	1.0	0.0	12.0	15.0
498	19078797	8086	D030342	g_d	8086_x_D030342	16	gene mutation is/may be associated with disease	11	0.0	16	0.6875	g	d	1.0	1.0	0.0	12.0	15.0
235	12548737	8086	D030342	g_d	8086_x_D030342	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d	1.0	1.0	0.0	12.0	15.0
251	12717251	8086	D030342	g_d	8086_x_D030342	15	gene relates to disease	6	0.0	15	0.4	g	d	1.0	1.0	0.0	12.0	15.0
368	16938764	8086	D030342	g_d	8086_x_D030342	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d	1.0	1.0	0.0	12.0	15.0
782	22584989	8086	D030342	g_d	8086_x_D030342	15	gene mutation is/may be associated with disease	7	0.0	15	0.4666666666666667	g	d	1.0	1.0	0.0	12.0	15.0
431	17911039	8086	D030342	g_d	8086_x_D030342	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d	1.0	1.0	0.0	12.0	15.0
385	16970037	8086	D030342	g_d	8086_x_D030342	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d	1.0	1.0	0.0	12.0	15.0
830	23327820	8086	D030342	g_d	8086_x_D030342	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d	1.0	1.0	0.0	12.0	15.0
327	16264411	8086	D030342	g_d	8086_x_D030342	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d	1.0	1.0	0.0	12.0	15.0
457	18175081	8086	D030342	g_d	8086_x_D030342	15	gene mutation is/may be associated with disease	11	1.0	14	0.7857142857142857	g	d	1.0	1.0	0.0	12.0	15.0
138	11084394	5443	D004931	g_d	5443_x_D004931	15	gene mutation is/may be associated with disease	9	0.0	15	0.6	g	d	9.0	1.0	2.0	1.0	13.0
8	1325164	5443	D004931	g_d	5443_x_D004931	15	gene has no relation to disease	8	0.0	15	0.5333333333333333	g	d	9.0	1.0	2.0	1.0	13.0
189	12150219	5443	D004931	g_d	5443_x_D004931	15	gene relates to disease	8	0.0	15	0.5333333333333333	g	d	9.0	1.0	2.0	1.0	13.0
49	4075537	5443	D004931	g_d	5443_x_D004931	15	gene relates to disease	8	0.0	15	0.5333333333333333	g	d	9.0	1.0	2.0	1.0	13.0
14	1659963	5443	D004931	g_d	5443_x_D004931	15	gene relates to disease	10	1.0	14	0.7142857142857143	g	d	9.0	1.0	2.0	1.0	13.0
894	24139699	5443	D004931	g_d	5443_x_D004931	15	gene relates to disease	7	0.0	15	0.4666666666666667	g	d	9.0	1.0	2.0	1.0	13.0
36	3014426	5443	D004931	g_d	5443_x_D004931	21	gene relates to disease	12	1.0	20	0.6	g	d	9.0	1.0	2.0	1.0	13.0
561	20200814	5443	D004931	g_d	5443_x_D004931	15	gene has no relation to disease	7	0.0	15	0.4666666666666667	g	d	9.0	1.0	2.0	1.0	13.0
218	12530689	5443	D004931	g_d	5443_x_D004931	15	gene relates to disease	7	0.0	15	0.4666666666666667	g	d	9.0	1.0	2.0	1.0	13.0
149	11353896	5443	D004931	g_d	5443_x_D004931	28	gene relates to disease	13	0.0	28	0.4642857142857143	g	d	9.0	1.0	2.0	1.0	13.0
256	12793312	5443	D004931	g_d	5443_x_D004931	15	gene relates to disease	8	0.0	15	0.5333333333333333	g	d	9.0	1.0	2.0	1.0	13.0
97	10068747	5443	D004931	g_d	5443_x_D004931	15	c_2_broken	7	0.0	15	0.4666666666666667	g	d	9.0	1.0	2.0	1.0	13.0
59	7945119	5443	D004931	g_d	5443_x_D004931	36	gene relates to disease	13	2.0	34	0.38235294117647056	g	d	9.0	1.0	2.0	1.0	13.0
92	10068747	5443	C536009	g_d	5443_x_C536009	15	gene has no relation to disease	12	0.0	15	0.8	g	d	7.0	0.0	5.0	0.0	12.0
253	12793312	5443	C536009	g_d	5443_x_C536009	16	gene relates to disease	7	0.0	16	0.4375	g	d	7.0	0.0	5.0	0.0	12.0
58	7945119	5443	C536009	g_d	5443_x_C536009	27	gene relates to disease	16	3.0	24	0.6666666666666666	g	d	7.0	0.0	5.0	0.0	12.0
559	20200814	5443	C536009	g_d	5443_x_C536009	15	gene has no relation to disease	6	0.0	15	0.4	g	d	7.0	0.0	5.0	0.0	12.0
353	16937455	5443	C536009	g_d	5443_x_C536009	15	gene has no relation to disease	6	0.0	15	0.4	g	d	7.0	0.0	5.0	0.0	12.0
136	11084394	5443	C536009	g_d	5443_x_C536009	15	gene relates to disease	5	0.0	15	0.3333333333333333	g	d	7.0	0.0	5.0	0.0	12.0
12	1659963	5443	C536009	g_d	5443_x_C536009	15	gene relates to disease	9	1.0	14	0.6428571428571429	g	d	7.0	0.0	5.0	0.0	12.0
890	24139699	5443	C536009	g_d	5443_x_C536009	15	gene relates to disease	9	0.0	15	0.6	g	d	7.0	0.0	5.0	0.0	12.0
215	12530689	5443	C536009	g_d	5443_x_C536009	15	gene has no relation to disease	7	0.0	15	0.4666666666666667	g	d	7.0	0.0	5.0	0.0	12.0
67	8253654	5443	C536009	g_d	5443_x_C536009	15	gene relates to disease	6	0.0	15	0.4	g	d	7.0	0.0	5.0	0.0	12.0
6	1325164	5443	C536009	g_d	5443_x_C536009	16	gene has no relation to disease	8	0.0	16	0.5	g	d	7.0	0.0	5.0	0.0	12.0
148	11353896	5443	C536009	g_d	5443_x_C536009	28	gene relates to disease	13	0.0	28	0.4642857142857143	g	d	7.0	0.0	5.0	0.0	12.0
452	18175081	8086	D009461	g_d	8086_x_D009461	17	gene mutation is/may be associated with disease	7	0.0	17	0.4117647058823529	g	d	0.0	1.0	0.0	10.0	11.0
366	16938764	8086	D009461	g_d	8086_x_D009461	15	gene mutation is/may be associated with disease	13	1.0	14	0.9285714285714286	g	d	0.0	1.0	0.0	10.0	11.0
379	16970037	8086	D009461	g_d	8086_x_D009461	27	gene mutation is/may be associated with disease	19	3.0	24	0.7916666666666666	g	d	0.0	1.0	0.0	10.0	11.0
571	20200814	8086	D009461	g_d	8086_x_D009461	15	c_2_broken	14	0.0	15	0.9333333333333332	g	d	0.0	1.0	0.0	10.0	11.0
619	20931227	8086	D009461	g_d	8086_x_D009461	15	gene mutation is/may be associated with disease	15	0.0	15	1.0	g	d	0.0	1.0	0.0	10.0	11.0
770	22538409	8086	D009461	g_d	8086_x_D009461	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d	0.0	1.0	0.0	10.0	11.0
518	19172511	8086	D009461	g_d	8086_x_D009461	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d	0.0	1.0	0.0	10.0	11.0
212	12429595	8086	D009461	g_d	8086_x_D009461	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d	0.0	1.0	0.0	10.0	11.0
175	11914417	8086	D009461	g_d	8086_x_D009461	21	gene mutation is/may be associated with disease	19	0.0	21	0.9047619047619048	g	d	0.0	1.0	0.0	10.0	11.0
727	22000320	8086	D009461	g_d	8086_x_D009461	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d	0.0	1.0	0.0	10.0	11.0
828	23327820	8086	D009461	g_d	8086_x_D009461	15	gene mutation is/may be associated with disease	13	1.0	14	0.9285714285714286	g	d	0.0	1.0	0.0	10.0	11.0
254	12793312	5443	D000309	g_d	5443_x_D000309	16	gene relates to disease	11	1.0	15	0.7333333333333333	g	d	6.0	0.0	0.0	1.0	7.0
257	12793312	5443	D009422	g_d	5443_x_D009422	26	gene relates to disease	9	2.0	24	0.375	g	d	3.0	1.0	3.0	0.0	7.0
216	12530689	5443	D000309	g_d	5443_x_D000309	16	gene relates to disease	9	0.0	16	0.5625	g	d	6.0	0.0	0.0	1.0	7.0
895	24139699	5443	D009422	g_d	5443_x_D009422	15	gene has no relation to disease	8	0.0	15	0.5333333333333333	g	d	3.0	1.0	3.0	0.0	7.0
891	24139699	5443	D000309	g_d	5443_x_D000309	15	gene relates to disease	7	0.0	15	0.4666666666666667	g	d	6.0	0.0	0.0	1.0	7.0
150	11353896	5443	D009422	g_d	5443_x_D009422	29	gene relates to disease	10	0.0	29	0.3448275862068966	g	d	3.0	1.0	3.0	0.0	7.0
562	20200814	5443	D009422	g_d	5443_x_D009422	15	gene has no relation to disease	5	0.0	15	0.3333333333333333	g	d	3.0	1.0	3.0	0.0	7.0
190	12150219	5443	D009422	g_d	5443_x_D009422	15	c_1_broken	6	0.0	15	0.4	g	d	3.0	1.0	3.0	0.0	7.0
137	11084394	5443	D000309	g_d	5443_x_D000309	15	gene mutation is/may be associated with disease	7	0.0	15	0.4666666666666667	g	d	6.0	0.0	0.0	1.0	7.0
15	1659963	5443	D009422	g_d	5443_x_D009422	19	gene relates to disease	7	1.0	18	0.3888888888888889	g	d	3.0	1.0	3.0	0.0	7.0
188	12150219	5443	D000309	g_d	5443_x_D000309	15	gene relates to disease	8	0.0	15	0.5333333333333333	g	d	6.0	0.0	0.0	1.0	7.0
546	20051279	5443	D009422	g_d	5443_x_D009422	16	gene has no relation to disease	7	0.0	16	0.4375	g	d	3.0	1.0	3.0	0.0	7.0
560	20200814	5443	D000309	g_d	5443_x_D000309	15	gene relates to disease	5	0.0	15	0.3333333333333333	g	d	6.0	0.0	0.0	1.0	7.0
93	10068747	5443	D000309	g_d	5443_x_D000309	15	gene relates to disease	5	0.0	15	0.3333333333333333	g	d	6.0	0.0	0.0	1.0	7.0
721	22000320	8086	D000310	g_d	8086_x_D000310	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d	0.0	0.0	0.0	6.0	6.0
612	20931227	8086	D000310	g_d	8086_x_D000310	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d	0.0	0.0	0.0	6.0	6.0
223	12530689	8086	D000310	g_d	8086_x_D000310	20	gene mutation is/may be associated with disease	18	0.0	20	0.9	g	d	0.0	0.0	0.0	6.0	6.0
514	19172511	8086	D000310	g_d	8086_x_D000310	20	gene mutation is/may be associated with disease	16	0.0	20	0.8	g	d	0.0	0.0	0.0	6.0	6.0
206	12429595	8086	D000310	g_d	8086_x_D000310	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d	0.0	0.0	0.0	6.0	6.0
824	23327820	8086	D000310	g_d	8086_x_D000310	15	gene mutation is/may be associated with disease	13	1.0	14	0.9285714285714286	g	d	0.0	0.0	0.0	6.0	6.0
955	25525276	C544092	D000544	c_d	C544092_x_D000544	15	c_1_broken	15	0.0	15	1.0	c	d	0.0	5.0	0.0	0.0	5.0
410	17716641	C057651	D018981	c_d	C057651_x_D018981	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d	0.0	5.0	0.0	0.0	5.0
405	17523137	C057651	D018981	c_d	C057651_x_D018981	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d	0.0	5.0	0.0	0.0	5.0
271	14633925	C057651	D018981	c_d	C057651_x_D018981	15	c_1_broken	15	0.0	15	1.0	c	d	0.0	5.0	0.0	0.0	5.0
402	17255094	C544092	D000544	c_d	C544092_x_D000544	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d	0.0	5.0	0.0	0.0	5.0
20	2510719	C544092	D000544	c_d	C544092_x_D000544	16	c_1_broken	13	0.0	16	0.8125	c	d	0.0	5.0	0.0	0.0	5.0
534	19608465	C057651	D018981	c_d	C057651_x_D018981	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d	0.0	5.0	0.0	0.0	5.0
464	18304576	C544092	D000544	c_d	C544092_x_D000544	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d	0.0	5.0	0.0	0.0	5.0
347	16669732	C544092	D000544	c_d	C544092_x_D000544	15	c_1_broken	13	1.0	14	0.9285714285714286	c	d	0.0	5.0	0.0	0.0	5.0
485	18712764	C057651	D018981	c_d	C057651_x_D018981	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d	0.0	5.0	0.0	0.0	5.0
805	23056690	8086	D001342	g_d	8086_x_D001342	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d	0.0	3.0	0.0	1.0	4.0
825	23327820	8086	D000312	g_d	8086_x_D000312	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d	0.0	0.0	0.0	4.0	4.0
861	23861206	8086	D001342	g_d	8086_x_D001342	15	c_2_broken	10	0.0	15	0.6666666666666666	g	d	0.0	3.0	0.0	1.0	4.0
722	22000320	8086	D000312	g_d	8086_x_D000312	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d	0.0	0.0	0.0	4.0	4.0
687	21686524	8086	D018908	g_d	8086_x_D018908	15	gene mutation is/may be associated with disease	9	1.0	14	0.6428571428571429	g	d	0.0	0.0	0.0	4.0	4.0
794	22827796	D002241	D018981	c_d	D002241_x_D018981	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d	0.0	4.0	0.0	0.0	4.0
966	25781531	8086	D018908	g_d	8086_x_D018908	15	gene mutation is/may be associated with disease	10	0.0	15	0.6666666666666666	g	d	0.0	0.0	0.0	4.0	4.0
682	21686524	8086	D000224	g_d	8086_x_D000224	15	c_2_broken	11	0.0	15	0.7333333333333333	g	d	0.0	1.0	0.0	3.0	4.0
613	20931227	8086	D000312	g_d	8086_x_D000312	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d	0.0	0.0	0.0	4.0	4.0
477	18615337	8086	D018908	g_d	8086_x_D018908	18	gene mutation is/may be associated with disease	7	0.0	18	0.3888888888888889	g	d	0.0	0.0	0.0	4.0	4.0
419	17880786	8086	D000224	g_d	8086_x_D000224	15	gene mutation is/may be associated with disease	6	0.0	15	0.4	g	d	0.0	1.0	0.0	3.0	4.0
114	10602363	D002241	D018981	c_d	D002241_x_D018981	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d	0.0	4.0	0.0	0.0	4.0
382	16970037	8086	D018908	g_d	8086_x_D018908	25	gene mutation is/may be associated with disease	21	1.0	24	0.875	g	d	0.0	0.0	0.0	4.0	4.0
361	16938764	8086	D000312	g_d	8086_x_D000312	15	gene mutation is/may be associated with disease	11	1.0	14	0.7857142857142857	g	d	0.0	0.0	0.0	4.0	4.0
110	10486078	D002241	D018981	c_d	D002241_x_D018981	15	c_1_broken	12	0.0	15	0.8	c	d	0.0	4.0	0.0	0.0	4.0
441	18172684	8086	D001342	g_d	8086_x_D001342	16	c_2_broken	9	0.0	16	0.5625	g	d	0.0	3.0	0.0	1.0	4.0
319	16264411	8086	D000224	g_d	8086_x_D000224	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d	0.0	1.0	0.0	3.0	4.0
272	14633925	D002241	D018981	c_d	D002241_x_D018981	16	c_1_broken	16	0.0	16	1.0	c	d	0.0	4.0	0.0	0.0	4.0
171	11914417	8086	D001342	g_d	8086_x_D001342	21	c_2_broken	18	0.0	21	0.8571428571428571	g	d	0.0	3.0	0.0	1.0	4.0
446	18175081	8086	D000224	g_d	8086_x_D000224	17	gene mutation is/may be associated with disease	13	0.0	17	0.7647058823529411	g	d	0.0	1.0	0.0	3.0	4.0
621	20931227	8086	D012021	g_d	8086_x_D012021	15	gene mutation is/may be associated with disease	13	1.0	14	0.9285714285714286	g	d	0.0	0.0	0.0	3.0	3.0
380	16970037	8086	D012021	g_d	8086_x_D012021	29	gene mutation is/may be associated with disease	20	1.0	28	0.7142857142857143	g	d	0.0	0.0	0.0	3.0	3.0
662	21626165	8086	D012021	g_d	8086_x_D012021	17	gene mutation is/may be associated with disease	7	1.0	16	0.4375	g	d	0.0	0.0	0.0	3.0	3.0
143	11353896	4158	D004931	g_d	4158_x_D004931	29	gene has no relation to disease	14	1.0	28	0.5	g	d	0.0	0.0	1.0	1.0	2.0
284	15589762	D011134	D018981	c_d	D011134_x_D018981	16	c_1_broken	14	0.0	16	0.875	c	d	0.0	2.0	0.0	0.0	2.0
282	15589762	C066308	D018981	c_d	C066308_x_D018981	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d	0.0	2.0	0.0	0.0	2.0
139	11308015	D011134	D018981	c_d	D011134_x_D018981	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d	0.0	2.0	0.0	0.0	2.0
157	11807674	D006854	D004931	c_d	D006854_x_D004931	18	drug has no relation to disease	11	0.0	18	0.6111111111111112	c	d	0.0	1.0	1.0	0.0	2.0
133	11084394	4158	D004931	g_d	4158_x_D004931	15	gene mutation is/may be associated with disease	10	0.0	15	0.6666666666666666	g	d	0.0	0.0	1.0	1.0	2.0
409	17595484	D006854	D004931	c_d	D006854_x_D004931	15	c_1_broken	8	0.0	15	0.5333333333333333	c	d	0.0	1.0	1.0	0.0	2.0
406	17523137	C066308	D018981	c_d	C066308_x_D018981	15	c_1_broken	15	0.0	15	1.0	c	d	0.0	2.0	0.0	0.0	2.0
263	12882516	C097320	D000544	c_d	C097320_x_D000544	15	c_1_broken	7	0.0	15	0.4666666666666667	c	d	0.0	2.0	0.0	0.0	2.0
628	21029306	C084077	D003920	c_d	C084077_x_D003920	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d	0.0	2.0	0.0	0.0	2.0
626	20965426	D010100	D057165	c_d	D010100_x_D057165	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d	0.0	2.0	0.0	0.0	2.0
753	22517741	C097320	D000544	c_d	C097320_x_D000544	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d	0.0	2.0	0.0	0.0	2.0
734	22003057	D010100	D057165	c_d	D010100_x_D057165	15	c_1_broken	12	0.0	15	0.8	c	d	0.0	2.0	0.0	0.0	2.0
532	19583945	C084077	D003920	c_d	C084077_x_D003920	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d	0.0	2.0	0.0	0.0	2.0
109	10429369	D009711	D018981	c_d	D009711_x_D018981	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d	0.0	1.0	0.0	0.0	1.0
17	1815166	D019793	C536289	c_d	D019793_x_C536289	15	c_1_broken	9	0.0	15	0.6	c	d	0.0	1.0	0.0	0.0	1.0
163	11836161	C056752	D000742	c_d	C056752_x_D000742	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d	0.0	1.0	0.0	0.0	1.0
32	2854735	D016210	D007239	c_d	D016210_x_D007239	15	drug has no relation to disease	9	1.0	14	0.6428571428571429	c	d	0.0	0.0	1.0	0.0	1.0
61	8006362	D005227	D000326	c_d	D005227_x_D000326	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d	0.0	1.0	0.0	0.0	1.0
153	11807674	D006854	C536008	c_d	D006854_x_C536008	18	drug (may) treat(s) disease	9	1.0	17	0.5294117647058824	c	d	0.0	0.0	0.0	1.0	1.0
151	11353896	5443	D020022	g_d	5443_x_D020022	32	gene relates to disease	12	0.0	32	0.375	g	d	1.0	0.0	0.0	0.0	1.0
63	8046350	C541943	D001168	c_d	C541943_x_D001168	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d	0.0	1.0	0.0	0.0	1.0
868	23861206	8086	D055534	g_d	8086_x_D055534	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d	0.0	0.0	0.0	1.0	1.0
916	24497285	C010686	D009369	c_d	C010686_x_D009369	15	c_1_broken	12	0.0	15	0.8	c	d	0.0	1.0	0.0	0.0	1.0
873	23956580	28911	D003929	g_d	28911_x_D003929	15	c_1_broken	15	0.0	15	1.0	g	d	0.0	1.0	0.0	0.0	1.0
919	24517367	C009091	D019636	c_d	C009091_x_D019636	15	c_1_broken	7	0.0	15	0.4666666666666667	c	d	0.0	1.0	0.0	0.0	1.0
882	24094038	C004848	D000544	c_d	C004848_x_D000544	15	c_1_broken	12	0.0	15	0.8	c	d	0.0	1.0	0.0	0.0	1.0
885	24115865	D004121	D000860	c_d	D004121_x_D000860	15	c_1_broken	5	0.0	15	0.3333333333333333	c	d	0.0	1.0	0.0	0.0	1.0
940	24651605	55768	D012640	g_d	55768_x_D012640	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d	0.0	0.0	0.0	1.0	1.0
126	11018092	D007854	D009369	c_d	D007854_x_D009369	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d	0.0	1.0	0.0	0.0	1.0
121	10858229	D000596	D004403	c_d	D000596_x_D004403	15	c_1_broken	11	1.0	14	0.7857142857142857	c	d	0.0	1.0	0.0	0.0	1.0
933	24651605	55768	D003677	g_d	55768_x_D003677	16	gene mutation is/may be associated with disease	12	1.0	15	0.8	g	d	0.0	0.0	0.0	1.0	1.0
896	24139699	5443	D016472	g_d	5443_x_D016472	16	gene has no relation to disease	7	0.0	16	0.4375	g	d	0.0	0.0	1.0	0.0	1.0
907	24279733	C033171	D008659	c_d	C033171_x_D008659	15	drug (may) treat(s) disease	14	0.0	15	0.9333333333333332	c	d	0.0	0.0	0.0	1.0	1.0
178	11916319	D003981	D012640	c_d	D003981_x_D012640	15	drug (may) cause(s) disease	6	1.0	14	0.42857142857142855	c	d	0.0	0.0	0.0	1.0	1.0
949	25331899	C049568	D018981	c_d	C049568_x_D018981	15	c_1_broken	10	1.0	14	0.7142857142857143	c	d	0.0	1.0	0.0	0.0	1.0
287	15680696	300259	C536008	g_d	300259_x_C536008	15	gene mutation is/may be associated with disease	15	0.0	15	1.0	g	d	0.0	0.0	0.0	1.0	1.0
258	12872847	C532103	D018981	c_d	C532103_x_D018981	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d	0.0	1.0	0.0	0.0	1.0
264	12882516	D004967	D000544	c_d	D004967_x_D000544	15	c_1_broken	8	0.0	15	0.5333333333333333	c	d	0.0	1.0	0.0	0.0	1.0
677	21656342	8086	D012816	g_d	8086_x_D012816	15	c_2_broken	9	0.0	15	0.6	g	d	0.0	1.0	0.0	0.0	1.0
692	21737679	D005947	D007239	c_d	D005947_x_D007239	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d	0.0	1.0	0.0	0.0	1.0
647	21494549	D019289	D003920	c_d	D019289_x_D003920	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d	0.0	1.0	0.0	0.0	1.0
606	20931227	8086	C535883	g_d	8086_x_C535883	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d	0.0	0.0	0.0	1.0	1.0
579	20447614	4072	D002386	g_d	4072_x_D002386	15	gene has no relation to disease	9	0.0	15	0.6	g	d	0.0	0.0	1.0	0.0	1.0
578	20447614	4072	C567703	g_d	4072_x_C567703	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d	0.0	0.0	0.0	1.0	1.0
543	19996411	D019087	D010538	c_d	D019087_x_D010538	15	c_1_broken	15	0.0	15	1.0	c	d	0.0	1.0	0.0	0.0	1.0
508	19146845	D007501	D018981	c_d	D007501_x_D018981	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d	0.0	1.0	0.0	0.0	1.0
504	19101627	D006493	D013927	c_d	D006493_x_D013927	15	drug (may) treat(s) disease	9	0.0	15	0.6	c	d	0.0	0.0	0.0	1.0	1.0
492	19078797	8086	C566307	g_d	8086_x_C566307	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d	0.0	0.0	0.0	1.0	1.0
489	19011102	D010100	D006467	c_d	D010100_x_D006467	16	c_1_broken	14	0.0	16	0.875	c	d	0.0	1.0	0.0	0.0	1.0
401	17255094	C115717	D000544	c_d	C115717_x_D000544	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d	0.0	1.0	0.0	0.0	1.0
399	17197096	D011188	D018981	c_d	D011188_x_D018981	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d	0.0	1.0	0.0	0.0	1.0
392	17049852	C047217	D018981	c_d	C047217_x_D018981	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d	0.0	1.0	0.0	0.0	1.0
780	22584989	8086	D006471	g_d	8086_x_D006471	15	gene mutation is/may be associated with disease	6	0.0	15	0.4	g	d	0.0	0.0	0.0	1.0	1.0
390	16980445	D014614	D012769	c_d	D014614_x_D012769	16	c_1_broken	15	0.0	16	0.9375	c	d	0.0	1.0	0.0	0.0	1.0
791	22781125	C457213	C535436	c_d	C457213_x_C535436	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d	0.0	1.0	0.0	0.0	1.0
798	23012188	D003348	C536008	c_d	D003348_x_C536008	18	drug (may) treat(s) disease	16	1.0	17	0.9411764705882352	c	d	0.0	0.0	0.0	1.0	1.0
799	23012188	D003348	D003680	c_d	D003348_x_D003680	18	drug (may) treat(s) disease	11	1.0	17	0.6470588235294118	c	d	0.0	0.0	0.0	1.0	1.0
367	16938764	8086	D012735	g_d	8086_x_D012735	15	gene mutation is/may be associated with disease	12	1.0	14	0.8571428571428571	g	d	0.0	0.0	0.0	1.0	1.0
338	16528113	351	D000309	g_d	351_x_D000309	15	gene mutation is/may be associated with disease	8	0.0	15	0.5333333333333333	g	d	0.0	0.0	0.0	1.0	1.0
678	21656342	8086	D054969	g_d	8086_x_D054969	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d	0.0	0.0	0.0	1.0	1.0
