kind	ann_date	user_id	answer	relation_type	pmid	concept_created	concept_updated	concept_1_id	concept_2_id
re	2017-02-08 04:53:37	1104	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	12429595	2015-05-21 17:54:00	2015-05-21 17:54:00	8086	D004931
re	2017-02-08 04:53:50	1104	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	12429595	2015-05-21 17:54:00	2015-05-21 17:54:00	8086	D009461
re	2017-02-08 04:56:01	1104	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	20200814	2015-05-21 17:51:42	2015-05-21 17:51:42	5443	C536009
re	2017-02-08 04:56:40	1104	a86ujdunjj2gt0yeyyl027pp4yqbabotvmu0flwt	g_d	20200814	2015-05-21 17:51:42	2015-05-21 17:51:42	5443	D004931
re	2017-02-08 04:57:00	1104	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	20200814	2015-05-21 17:51:42	2015-05-21 17:51:42	5443	D000309
re	2017-02-08 04:57:35	1104	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	20200814	2015-05-21 17:51:42	2015-05-21 17:51:42	5443	D025063
re	2017-02-08 22:25:42	618	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	23430875	2015-04-22 12:33:14	2016-12-23 09:13:56	C082768	D018981
re	2017-02-08 22:25:52	618	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	23430875	2015-04-22 12:33:14	2016-12-23 09:13:56	C471076	D018981
re	2017-02-08 22:25:59	618	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	23430875	2015-04-22 12:33:14	2016-12-23 09:13:56	D016685	D018981
re	2017-02-08 22:27:24	618	ac1m2h0vxye2vuzv6cljr7be12o0d9oclir0kmr8	c_d	20495340	2015-07-29 20:32:04	2016-12-23 09:18:05	D011692	D064420
re	2017-02-08 22:28:36	618	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	20495340	2015-07-29 20:32:04	2016-12-23 09:18:05	C047192	D064420
re	2017-02-08 22:30:39	618	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	22584409	2015-04-22 12:45:35	2016-12-23 09:13:14	D000255	D018981
re	2017-02-08 22:31:09	618	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	22584409	2015-04-22 12:45:35	2016-12-23 09:13:14	C013059	D018981
re	2017-02-08 22:32:46	618	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	16847317	2015-04-22 12:33:44	2016-12-23 09:13:55	C047217	D009422
re	2017-02-08 22:33:32	618	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	16847317	2015-04-22 12:33:44	2016-12-23 09:13:55	C047217	D020964
re	2017-02-08 22:33:44	618	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	16847317	2015-04-22 12:33:44	2016-12-23 09:13:55	C027693	D009422
re	2017-02-08 22:34:57	618	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	18322395	2015-07-29 20:32:14	2016-12-23 09:18:04	D000596	D064420
re	2017-02-08 22:35:18	618	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	18322395	2015-07-29 20:32:14	2016-12-23 09:18:04	C544092	D064420
re	2017-02-08 22:35:58	618	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	16352575	2015-05-28 19:35:39	2016-12-23 09:17:25	C035660	D006480
re	2017-02-08 22:36:18	618	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	16352575	2015-05-28 19:35:39	2016-12-23 09:17:25	D000596	D006480
re	2017-02-08 22:37:16	618	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	12911634	2015-05-28 19:35:40	2016-12-23 09:17:24	C014088	D000544
re	2017-02-08 22:37:40	618	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	12911634	2015-05-28 19:35:40	2016-12-23 09:17:24	C046669	D000544
re	2017-02-08 22:38:09	618	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	12911634	2015-05-28 19:35:40	2016-12-23 09:17:24	C402931	D000544
re	2017-02-08 22:40:07	618	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	24517367	2015-07-29 20:21:18	2016-12-23 09:18:45	C544092	D019636
re	2017-02-08 22:40:17	618	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	24517367	2015-07-29 20:21:18	2016-12-23 09:18:45	D010100	D019636
re	2017-02-08 22:40:53	618	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	24517367	2015-07-29 20:21:18	2016-12-23 09:18:45	D015032	D019636
re	2017-02-08 22:45:35	618	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	14500524	2015-05-28 19:34:02	2016-12-23 09:17:29	None	D004403
re	2017-02-08 22:46:37	618	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	9497260	2015-04-22 12:45:25	2016-12-23 09:13:19	D002241	D030342
re	2017-02-08 22:47:45	618	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	22157680	2015-04-22 12:39:32	2016-12-23 09:13:39	D000949	D008607
re	2017-02-08 22:49:33	618	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	24484587	2015-07-29 20:32:07	2016-12-23 09:18:05	D006861	D009136
re	2017-02-08 22:49:58	618	RdKIrcaEOnM4DRk25g5jAfeNC6HSpsFZaiIPqZer	c_d	24484587	2015-07-29 20:32:07	2016-12-23 09:18:05	D006861	D003643
re	2017-02-08 22:51:02	618	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	21266239	2015-07-29 20:20:30	2016-12-23 09:18:49	D002118	D005234
re	2017-02-08 22:52:14	618	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	21384227	2015-04-22 12:34:04	2016-12-23 09:13:54	C091414	D009103
re	2017-02-08 22:52:42	618	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	21960674	2015-04-22 12:34:50	2016-12-23 09:13:52	D002241	D006529
re	2017-02-08 22:54:13	618	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	21431619	2015-04-22 12:35:02	2016-12-23 09:13:51	C057651	D008659
re	2017-02-09 14:29:22	128	ac1m2h0vxye2vuzv6cljr7be12o0d9oclir0kmr8	c_d	12882516	2015-05-28 19:40:22	2016-12-23 09:17:14	C014088	D000544
re	2017-02-09 14:30:35	128	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	12882516	2015-05-28 19:40:22	2016-12-23 09:17:14	C097320	D000544
re	2017-02-09 14:31:38	128	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	12882516	2015-05-28 19:40:22	2016-12-23 09:17:14	C013059	D000544
re	2017-02-09 14:32:31	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	12882516	2015-05-28 19:40:22	2016-12-23 09:17:14	D010710	D000544
re	2017-02-09 14:34:53	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	12882516	2015-05-28 19:40:22	2016-12-23 09:17:14	D014530	D000544
re	2017-02-09 14:35:24	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	12882516	2015-05-28 19:40:22	2016-12-23 09:17:14	D004967	D000544
re	2017-02-09 14:35:44	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	12882516	2015-05-28 19:40:22	2016-12-23 09:17:14	D009569	D000544
re	2017-02-09 14:35:54	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	12882516	2015-05-28 19:40:22	2016-12-23 09:17:14	C047902	D000544
re	2017-02-09 14:36:01	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	12882516	2015-05-28 19:40:22	2016-12-23 09:17:14	C061951	D000544
re	2017-02-09 14:41:48	128	jilhvc5p2cy0atls8659a1fggjvvkmahwuspy2kr	c_d	21494549	2015-05-28 19:40:27	2016-12-23 09:17:13	D000117	D003920
re	2017-02-09 14:42:00	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	21494549	2015-05-28 19:40:27	2016-12-23 09:17:13	C097320	D003920
re	2017-02-09 14:42:26	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	21494549	2015-05-28 19:40:27	2016-12-23 09:17:13	D014530	D003920
re	2017-02-09 14:43:21	128	ac1m2h0vxye2vuzv6cljr7be12o0d9oclir0kmr8	c_d	21494549	2015-05-28 19:40:27	2016-12-23 09:17:13	C046669	D003920
re	2017-02-09 14:43:31	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	21494549	2015-05-28 19:40:27	2016-12-23 09:17:13	D005944	D003920
re	2017-02-09 14:43:41	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	21494549	2015-05-28 19:40:27	2016-12-23 09:17:13	D005947	D003920
re	2017-02-09 14:43:57	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	21494549	2015-05-28 19:40:27	2016-12-23 09:17:13	D006595	D003920
re	2017-02-09 14:44:07	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	21494549	2015-05-28 19:40:27	2016-12-23 09:17:13	D019344	D003920
re	2017-02-09 14:44:15	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	21494549	2015-05-28 19:40:27	2016-12-23 09:17:13	D019289	D003920
re	2017-02-09 14:47:27	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	25781531	2015-05-21 17:52:22	2015-05-21 17:52:22	C030607	C565974
re	2017-02-09 14:49:21	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	g_d	8253654	2015-05-21 17:53:22	2015-05-21 17:53:22	5443	C536009
re	2017-02-09 14:49:35	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	8253654	2015-05-21 17:53:22	2015-05-21 17:53:22	D000324	C567596
re	2017-02-09 14:50:32	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	10972135	2015-04-22 12:42:01	2016-12-23 09:13:31	D002241	D000744
re	2017-02-09 14:52:21	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	10972135	2015-04-22 12:42:01	2016-12-23 09:13:31	C028326	C535742
re	2017-02-09 14:52:45	125	RdKIrcaEOnM4DRk25g5jAfeNC6HSpsFZaiIPqZer	c_d	10972135	2015-04-22 12:42:01	2016-12-23 09:13:31	C103998	D000744
re	2017-02-09 14:52:45	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	1815166	2015-05-21 17:52:02	2015-05-21 17:52:02	D019793	D000544
re	2017-02-09 14:52:56	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	g_d	1815166	2015-05-21 17:52:02	2015-05-21 17:52:02	6651	C536289
re	2017-02-09 14:53:41	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	12369709	2016-07-28 19:05:37	2016-12-23 10:03:07	D005978	D003920
re	2017-02-09 14:56:58	125	ac1m2h0vxye2vuzv6cljr7be12o0d9oclir0kmr8	c_d	12369709	2016-07-28 19:05:37	2016-12-23 10:03:07	D013311	D051437
re	2017-02-09 14:57:11	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	12369709	2016-07-28 19:05:37	2016-12-23 10:03:07	D013481	D003920
re	2017-02-09 14:58:32	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	3587991	2016-05-13 20:30:59	2016-12-23 10:02:44	D005690	D005633
re	2017-02-09 14:59:24	125	72zuw4bgzz5dniepb3rmls23nsltwocbk274c98m	c_d	3587991	2016-05-13 20:30:59	2016-12-23 10:02:44	D005947	D005693
re	2017-02-09 14:59:36	125	72zuw4bgzz5dniepb3rmls23nsltwocbk274c98m	c_d	3587991	2016-05-13 20:30:59	2016-12-23 10:02:44	D005947	D003920
re	2017-02-09 14:59:59	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	3587991	2016-05-13 20:30:59	2016-12-23 10:02:44	D010710	D005693
re	2017-02-09 15:00:27	125	RdKIrcaEOnM4DRk25g5jAfeNC6HSpsFZaiIPqZer	c_d	16517226	2015-04-22 12:42:20	2016-12-23 09:13:30	D006020	D009103
re	2017-02-09 15:00:49	125	RdKIrcaEOnM4DRk25g5jAfeNC6HSpsFZaiIPqZer	c_d	16517226	2015-04-22 12:42:20	2016-12-23 09:13:30	C057651	None
re	2017-02-09 15:01:37	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	16517226	2015-04-22 12:42:20	2016-12-23 09:13:30	C057651	D018981
re	2017-02-09 15:02:00	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	10858229	2015-05-28 19:40:23	2016-12-23 09:17:14	C405262	D004403
re	2017-02-09 15:02:49	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	10858229	2015-05-28 19:40:23	2016-12-23 09:17:14	D017261	D004403
re	2017-02-09 15:03:36	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	10858229	2015-05-28 19:40:23	2016-12-23 09:17:14	D018396	D004403
re	2017-02-09 15:03:46	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	10858229	2015-05-28 19:40:23	2016-12-23 09:17:14	C404789	D004403
re	2017-02-09 15:04:12	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	23993988	2015-07-29 20:31:26	2016-12-23 09:18:14	C511596	D012507
re	2017-02-09 15:04:21	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	23993988	2015-07-29 20:31:26	2016-12-23 09:18:14	C077118	D012507
re	2017-02-09 15:05:04	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	23993988	2015-07-29 20:31:26	2016-12-23 09:18:14	D000535	D012769
re	2017-02-09 15:05:11	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	23993988	2015-07-29 20:31:26	2016-12-23 09:18:14	C544092	D012507
re	2017-02-09 15:06:03	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	23430875	2015-04-22 12:33:14	2016-12-23 09:13:56	C082768	D018981
re	2017-02-09 15:06:09	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	23430875	2015-04-22 12:33:14	2016-12-23 09:13:56	C471076	D018981
re	2017-02-09 15:06:17	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	23430875	2015-04-22 12:33:14	2016-12-23 09:13:56	D016685	D018981
re	2017-02-09 15:06:26	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	23430875	2015-04-22 12:33:14	2016-12-23 09:13:56	C530207	D006527
re	2017-02-09 15:07:32	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	16847317	2015-04-22 12:33:44	2016-12-23 09:13:55	C047217	D009422
re	2017-02-09 15:07:49	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	16847317	2015-04-22 12:33:44	2016-12-23 09:13:55	C027693	D009422
re	2017-02-09 15:08:18	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	8189548	2015-05-28 19:35:02	2016-12-23 09:17:26	C047902	D007153
re	2017-02-09 15:08:27	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	8189548	2015-05-28 19:35:02	2016-12-23 09:17:26	C061951	D007153
re	2017-02-09 15:08:49	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	12911634	2015-05-28 19:35:40	2016-12-23 09:17:24	C097320	D019636
re	2017-02-09 15:08:59	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	12911634	2015-05-28 19:35:40	2016-12-23 09:17:24	C014088	D000544
re	2017-02-09 15:09:07	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	12911634	2015-05-28 19:35:40	2016-12-23 09:17:24	C046669	D000544
re	2017-02-09 15:09:17	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	12911634	2015-05-28 19:35:40	2016-12-23 09:17:24	C402931	D000544
re	2017-02-09 15:09:37	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	24517367	2015-07-29 20:21:18	2016-12-23 09:18:45	C544092	D019636
re	2017-02-09 15:10:07	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	24517367	2015-07-29 20:21:18	2016-12-23 09:18:45	C024343	D019636
re	2017-02-09 15:10:49	125	4mzrh5ub3nla6b1ostx7qdparjl3lrd9o567ubif	c_d	24517367	2015-07-29 20:21:18	2016-12-23 09:18:45	D010100	D019636
re	2017-02-09 15:11:14	125	72zuw4bgzz5dniepb3rmls23nsltwocbk274c98m	c_d	24517367	2015-07-29 20:21:18	2016-12-23 09:18:45	D015032	D019636
re	2017-02-09 15:20:12	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	17595484	2015-05-21 17:51:48	2015-05-21 17:51:48	D006854	D009422
re	2017-02-09 15:21:03	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	22516760	2015-07-29 20:31:40	2016-12-23 09:18:07	C100187	D009369
re	2017-02-09 15:21:15	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	22516760	2015-07-29 20:31:40	2016-12-23 09:18:07	D009566	D009369
re	2017-02-09 15:22:30	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	22516760	2015-07-29 20:31:40	2016-12-23 09:18:07	D010100	D064420
re	2017-02-09 15:23:45	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	24834210	2015-05-21 17:52:57	2015-05-21 17:52:57	D000324	C536008
re	2017-02-09 15:24:56	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	25478884	2015-07-29 20:31:54	2016-12-23 09:18:06	C544092	D019636
re	2017-02-09 15:25:04	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	25478884	2015-07-29 20:31:54	2016-12-23 09:18:06	None	D017772
re	2017-02-09 15:25:54	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	25478884	2015-07-29 20:31:54	2016-12-23 09:18:06	D005986	D017772
re	2017-02-09 15:28:52	128	RdKIrcaEOnM4DRk25g5jAfeNC6HSpsFZaiIPqZer	c_d	24497285	2015-04-22 12:45:16	2016-12-23 09:13:19	C448820	D009784
re	2017-02-09 15:30:53	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	24497285	2015-04-22 12:45:16	2016-12-23 09:13:19	C448820	D018981
re	2017-02-09 15:33:08	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	24497285	2015-04-22 12:45:16	2016-12-23 09:13:19	D006020	D009369
re	2017-02-09 15:33:29	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	24497285	2015-04-22 12:45:16	2016-12-23 09:13:19	C010686	D009369
re	2017-02-09 15:36:03	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	15804603	2015-04-22 12:40:34	2016-12-23 09:13:36	C549769	C567437
re	2017-02-09 15:36:48	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	15804603	2015-04-22 12:40:34	2016-12-23 09:13:36	C050801	C567437
re	2017-02-09 15:37:47	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	15804603	2015-04-22 12:40:34	2016-12-23 09:13:36	C026406	C567437
re	2017-02-09 15:38:39	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	15804603	2015-04-22 12:40:34	2016-12-23 09:13:36	C120688	C567437
re	2017-02-09 15:39:24	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	15804603	2015-04-22 12:40:34	2016-12-23 09:13:36	D005944	C567437
re	2017-02-09 15:39:40	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	15804603	2015-04-22 12:40:34	2016-12-23 09:13:36	D009844	C567437
re	2017-02-09 15:39:52	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	15804603	2015-04-22 12:40:34	2016-12-23 09:13:36	C077052	C567437
re	2017-02-09 15:44:31	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	11836161	2015-05-28 19:36:45	2016-12-23 09:17:21	C056752	D000742
re	2017-02-09 15:44:42	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	11836161	2015-05-28 19:36:45	2016-12-23 09:17:21	C012877	D000742
re	2017-02-09 15:44:59	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	11836161	2015-05-28 19:36:45	2016-12-23 09:17:21	D002241	D000742
re	2017-02-09 15:46:14	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	11836161	2015-05-28 19:36:45	2016-12-23 09:17:21	D002518	D000742
re	2017-02-09 15:47:24	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	11836161	2015-05-28 19:36:45	2016-12-23 09:17:21	D006021	D000742
re	2017-02-09 15:47:35	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	11836161	2015-05-28 19:36:45	2016-12-23 09:17:21	None	D000742
re	2017-02-09 15:47:47	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	11836161	2015-05-28 19:36:45	2016-12-23 09:17:21	C036363	D000742
re	2017-02-09 15:48:48	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	g_d	12185357	2015-05-21 17:51:43	2015-05-21 17:51:43	1896	C536008
re	2017-02-09 15:49:39	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	23077033	2015-07-29 20:20:47	2016-12-23 09:18:47	D011188	D009410
re	2017-02-09 15:51:38	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	23077033	2015-07-29 20:20:47	2016-12-23 09:18:47	D009249	D009410
re	2017-02-09 15:51:48	128	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	23077033	2015-07-29 20:20:47	2016-12-23 09:18:47	D010100	D009410
re	2017-02-09 16:35:47	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	7477867	2015-04-22 12:33:05	2016-12-23 09:13:57	D002241	D030342
re	2017-02-09 16:36:09	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	15701638	2016-05-13 20:31:40	2016-12-23 10:02:43	D014530	D005693
re	2017-02-09 16:36:18	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	15701638	2016-05-13 20:31:40	2016-12-23 10:02:43	D014536	D005693
re	2017-02-09 16:36:25	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	15701638	2016-05-13 20:31:40	2016-12-23 10:02:43	D014532	D005693
re	2017-02-09 16:38:04	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	15701638	2016-05-13 20:31:40	2016-12-23 10:02:43	D014529	D005693
re	2017-02-09 16:38:32	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	24523414	2015-07-29 20:22:29	2016-12-23 09:18:30	C544092	D001259
re	2017-02-09 16:39:48	125	4mzrh5ub3nla6b1ostx7qdparjl3lrd9o567ubif	c_d	24523414	2015-07-29 20:22:29	2016-12-23 09:18:30	D006861	D000544
re	2017-02-09 16:40:32	125	RdKIrcaEOnM4DRk25g5jAfeNC6HSpsFZaiIPqZer	c_d	24523414	2015-07-29 20:22:29	2016-12-23 09:18:30	D006861	D001259
re	2017-02-09 16:40:52	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	16325427	2015-07-29 20:22:39	2016-12-23 09:18:29	C544092	D009410
re	2017-02-09 16:41:46	125	ac1m2h0vxye2vuzv6cljr7be12o0d9oclir0kmr8	c_d	16325427	2015-07-29 20:22:39	2016-12-23 09:18:29	D007501	D000544
re	2017-02-09 16:42:04	125	ac1m2h0vxye2vuzv6cljr7be12o0d9oclir0kmr8	c_d	16325427	2015-07-29 20:22:39	2016-12-23 09:18:29	D007501	D009410
re	2017-02-09 16:42:29	125	ac1m2h0vxye2vuzv6cljr7be12o0d9oclir0kmr8	c_d	16325427	2015-07-29 20:22:39	2016-12-23 09:18:29	D015032	D009410
re	2017-02-09 16:42:56	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	24997456	2015-05-28 19:39:17	2016-12-23 09:17:17	C419197	D015352
re	2017-02-09 16:43:08	125	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	24997456	2015-05-28 19:39:17	2016-12-23 09:17:17	C498837	D015352
re	2017-02-09 16:43:34	125	RdKIrcaEOnM4DRk25g5jAfeNC6HSpsFZaiIPqZer	c_d	24997456	2015-05-28 19:39:17	2016-12-23 09:17:17	C013830	D005141
