pmid	stype	text	concept_id
12434892	d	hypoglycaemia	None
21240668	d	hypoglycaemia	None
17003566	d	hypoglycaemia	None
18928705	d	hypoglycaemia	None
1850671	d	insufficiency	D000224
11131343	d	insufficiency	D000224
24834210	d	insufficiency	D000224
21686524	d	insufficiency	D000224
3652558	d	insufficiency	D000224
1325164	d	insufficiency	D000224
16264411	d	insufficiency	D000224
17003566	d	insufficiency	D000224
1850671	d	mineralocorticoid deficiency	C567596
7758515	d	mineralocorticoid deficiency	C567596
10714360	d	mineralocorticoid deficiency	C567596
8253654	d	mineralocorticoid deficiency	C567596
7608277	d	mineralocorticoid deficiency	C567596
1850671	d	autonomic neuropathy	D009422
20674935	d	autonomic neuropathy	D009422
12429595	d	autonomic neuropathy	D009422
23956580	d	autonomic neuropathy	D009422
8968764	d	autonomic neuropathy	D009422
16264411	d	autonomic neuropathy	D009422
1850671	d	glucocorticoid deficiency of Allgrove syndrome	C536008
16970037	d	prominent neurological dysfunctions	D009422
19172511	d	adrenal failure	D000312
12530689	d	adrenal failure	D000312
23327820	d	adrenal failure	D000312
19855093	d	adrenal failure	D000312
15666842	d	adrenal failure	D000312
22000320	d	adrenal failure	D000312
18493131	d	adrenal failure	D000312
23825130	d	adrenal failure	D000312
22284844	d	adrenal failure	D000312
19172511	d	neurologic abnormalities	D009461
22000320	d	neurologic abnormalities	D009461
10342602	d	neurologic abnormalities	D009461
15076627	d	neurologic abnormalities	D009461
10068747	d	autonomic neurological dysfunction	D009422
10068747	d	neurological dysfunction	D009422
20931227	d	neurological dysfunction	D009422
22538409	d	neurological dysfunction	D009422
24651605	d	neurological dysfunction	D009422
10068747	d	esophageal	D004941
17853339	d	esophageal	D004941
9544638	d	esophageal	D004941
23012188	d	esophageal	D004941
18285818	d	esophageal	D004941
10068747	d	psychomotor	D011596
22983739	d	psychomotor	D011596
22157680	d	psychomotor	D011596
7945119	d	failure	D006333
24834210	d	failure	D006333
12907065	d	failure	D006333
24493206	d	failure	D006333
14601252	d	failure	D006333
15361947	d	failure	D006333
11885720	d	failure	D006333
24037084	d	failure	D006333
7945119	c	barium	D001464
23565431	c	barium	D001464
23012188	c	barium	D001464
24777257	d	congenital alacrima	C566307
19172509	d	congenital alacrima	C566307
15257005	d	congenital alacrima	C566307
16915903	d	congenital alacrima	C566307
8834259	d	congenital alacrima	C566307
918840	d	congenital alacrima	C566307
1815166	d	congenital alacrima	C566307
19152591	d	congenital alacrima	C566307
24777257	d	blepharophimosis-ptosis-epicanthus inversus syndrome	C562419
24777257	d	BPES	C562419
19172509	d	BPES	C562419
24777257	d	palpebral fissures	C537734
11914417	d	neurologic dysfunction	D009422
12497758	c	tryptophan-aspartic acid	None
12793312	d	insensitivity syndrome	D013734
12793312	d	sudden loss of consciousness	D014474
11062474	d	achalasia of the oesophageal cardia and alacrima	C536008
11062474	d	ataxia	D001259
12700313	d	ataxia	D001259
3565479	d	ataxia	D001259
8333772	d	ataxia	D001259
10201039	d	ataxia	D001259
17639595	d	ataxia	D001259
13129599	d	ataxia	D001259
23228021	d	ataxia	D001259
11417605	d	ataxia	D001259
16554263	d	ataxia	D001259
22983739	d	ataxia	D001259
22240719	d	ataxia	D001259
12242963	d	ataxia	D001259
12731647	d	ataxia	D001259
15277997	d	ataxia	D001259
10066032	d	ataxia	D001259
12011746	d	ataxia	D001259
11870587	d	ataxia	D001259
17451957	d	ataxia	D001259
8577056	d	ataxia	D001259
20378176	d	ataxia	D001259
11589167	d	ataxia	D001259
16482534	d	ataxia	D001259
11891694	d	ataxia	D001259
12223944	d	ataxia	D001259
11860984	d	ataxia	D001259
25432731	d	ataxia	D001259
7758515	d	alacrima and achalasia	C536008
14646395	d	alacrima and achalasia	C536008
17880786	d	alacrima and achalasia	C536008
9758716	d	alacrima and achalasia	C536008
20588230	d	alacrima and achalasia	C536008
7895750	d	alacrima and achalasia	C536008
20499090	d	alacrima and achalasia	C536008
7758515	d	familial adrenocorticotropin	D009386
7758515	d	primary adrenal insufficiency	D000309
7758515	d	skin pigmentation	D010859
2854735	d	myopathy	D009135
24499211	d	myopathy	D009135
11930273	d	myopathy	D009135
24461433	d	myopathy	D009135
16496270	d	myopathy	D009135
23622397	d	myopathy	D009135
11901181	d	myopathy	D009135
25123033	d	myopathy	D009135
22718293	d	myopathy	D009135
12617035	d	myopathy	D009135
19299643	d	myopathy	D009135
25690002	d	myopathy	D009135
2854735	d	areflexia	D019846
2854735	d	pulmonary infections	D011655
2854735	d	hyperhydrosis	None
10714761	c	chloride	D002712
22159084	c	chloride	D002712
10714761	d	pulmonary or exocrine pancreatic disease	D010188
15233895	d	Achalasia cardia and alacrima	C536008
15233895	d	regurgitation of milk	D016269
10714360	d	glucocorticoid deficiency	C563776
8333772	d	glucocorticoid deficiency	C563776
4075537	d	glucocorticoid deficiency	C563776
3652558	d	glucocorticoid deficiency	C563776
7608277	d	glucocorticoid deficiency	C563776
10714360	d	Familial isolated glucocorticoid deficiency	C565974
10714360	d	asthenia and failure	D001247
10714360	c	angiotensin	D000809
15202611	c	angiotensin	D000809
10714360	d	adrenocortical	D018268
11131343	d	adrenocortical	D018268
15666842	d	adrenocortical	D018268
2019957	d	adrenocortical	D018268
9544638	d	adrenocortical	D018268
16264411	d	adrenocortical	D018268
12185357	d	adrenocortical	D018268
8196943	d	system abnormalities	D016472
8196943	d	anomaly	D000014
12223944	d	anomaly	D000014
18175081	d	neurological dysfunctions	D009422
18175081	d	motor-sensory neuropathy	D016472
18175081	d	axonal loss	D001480
962658	d	Hereditary congenital alacrima	C566307
962658	d	hypoplasia	C538429
17342678	d	hypoplasia	C538429
23622397	d	hypoplasia	C538429
962658	d	adnexal abnormalities	D000292
962658	d	anhidrotic ectodermal dysplasia	D053360
12185357	d	anhidrotic ectodermal dysplasia	D053360
11131343	d	impaired autonomic nervous function	D009422
20674935	d	alacrima and addisonism	C562827
20674935	d	Parkinsonism	D010302
1537368	d	Parkinsonism	D010302
16375772	d	Parkinsonism	D010302
16964263	d	Parkinsonism	D010302
20674935	d	limb muscle wasting	D009133
20674935	d	autonomic dysfunction	C563939
12700313	d	autonomic dysfunction	C563939
23956580	d	autonomic dysfunction	C563939
24139699	d	autonomic dysfunction	C563939
15217518	d	autonomic dysfunction	C563939
20499090	d	autonomic dysfunction	C563939
21744492	d	autonomic dysfunction	C563939
20051279	d	autonomic dysfunction	C563939
24035193	d	autonomic dysfunction	C563939
20674935	d	myelinated fibers and hypomyelination	D003711
17853339	d	achalasia by balloon dilatation	D004931
17853339	d	autosomal recessive inherited disorder	D030342
18426811	d	FGD	None
20374727	d	FGD	None
10698592	d	FGD	None
11084394	d	FGD	None
18426811	c	MC2R	D008748
18426811	c	MRAP	D026563
18426811	c	cAMP	D000242
9758716	c	cAMP	D000242
8563483	c	cAMP	D000242
1682310	c	cAMP	D000242
16197535	d	Congenital achalasia	D004931
16197535	d	esophageal sphincter	D046628
16197535	d	regurgitation	D008944
16197535	d	weight loss	D015431
22269647	d	weight loss	D015431
7116620	d	weight loss	D015431
16197535	c	Brazil	C021635
16197535	d	multisystem disorder	D056587
8333772	d	multisystem disorder	D056587
4075537	d	multisystem disorder	D056587
22000320	d	multisystem disorder	D056587
10342602	d	multisystem disorder	D056587
9883808	d	multisystem disorder	D056587
19272306	d	multisystem disorder	D056587
23730680	d	multisystem disorder	D056587
23404334	d	multisystem disorder	D056587
16197535	d	multisystem disorders	D056587
16816004	d	multisystem disorders	D056587
23430927	d	multisystem disorders	D056587
11589167	d	multisystem disorders	D056587
12690561	d	multisystem disorders	D056587
17954208	d	multisystem disorders	D056587
11134235	d	multisystem disorders	D056587
1064191	d	irritable eyes	D001523
1537368	d	neuropathy	D009422
12429595	d	neuropathy	D009422
22269647	d	neuropathy	D009422
23956580	d	neuropathy	D009422
7895750	d	neuropathy	D009422
20051279	d	neuropathy	D009422
16885810	d	neuropathy	D009422
11417605	d	neuropathy	D009422
12731647	d	neuropathy	D009422
10571010	d	neuropathy	D009422
11589167	d	neuropathy	D009422
12932443	d	neuropathy	D009422
1537368	d	degeneration	D009410
24553922	d	degeneration	D009410
24010870	d	degeneration	D009410
19274853	d	degeneration	D009410
1537368	c	5-hydroxyindole acetic acid	C026785
1537368	c	methyl-spiperone	D013134
1537368	c	18-F-L-fluorodopa	C043437
1537368	d	adrenocortical failure	D018268
24668180	d	Heller myotomy	None
18615337	d	ALS	C565957
22069578	d	ALS	C565957
22081209	d	ALS	C565957
16636274	d	ALS	C565957
17504823	d	ALS	C565957
16876390	d	ALS	C565957
21745715	d	ALS	C565957
14739060	d	ALS	C565957
24910594	d	ALS	C565957
21739997	d	ALS	C565957
12437574	d	ALS	C565957
23941283	d	ALS	C565957
23026704	d	ALS	C565957
24256261	d	ALS	C565957
25690002	d	ALS	C565957
24010870	d	ALS	C565957
19682429	d	ALS	C565957
21554318	d	ALS	C565957
24847211	d	ALS	C565957
23533690	d	ALS	C565957
17274531	d	ALS	C565957
25520620	d	ALS	C565957
16035108	d	ALS	C565957
19172509	d	dry eyes	D015352
17180297	d	dry eyes	D015352
23565431	d	dry eyes	D015352
9544638	d	dry eyes	D015352
17595484	d	dry eyes	D015352
19172509	d	occlusion	D054059
19172509	d	facial abnormalities	None
12429595	d	adrenal abnormalities	D000310
21602994	d	adrenal abnormalities	D000310
12429595	d	A syndrome of achalasia	D004931
22269647	d	genetic disorders	D030342
21565631	d	genetic disorders	D030342
24909690	d	genetic disorders	D030342
24507773	d	genetic disorders	D030342
23742123	d	genetic disorders	D030342
12763243	d	genetic disorders	D030342
22516080	d	genetic disorders	D030342
16497938	d	genetic disorders	D030342
22269647	d	rare autosomal recessive disorders	D035583
22269647	d	asthenia	D001247
22269647	c	11beta-hydroxysteroid	D006914
12700313	d	multisystem neurological disease	C564954
24139699	d	multisystem neurological disease	C564954
12700313	d	autosomal recessive condition	D019636
23056690	d	autosomal recessive condition	D019636
12700313	d	hypotensive	D007022
12700313	d	achalasia or alacrima	C536008
12700313	d	neurological disability	D009069
3565479	d	familial multisystem disorder	D056587
23956580	d	familial multisystem disorder	D056587
3565479	d	abnormalities of the central nervous system	D002493
3565479	d	alacrima syndrome	C562827
23956580	d	dizziness	D004244
23956580	d	hypotension	D007022
22538409	d	hypotension	D007022
8333772	d	hypotension	D007022
17180297	d	inflammatory disorder	D007249
17180297	d	dry mouth	D014987
1659963	d	achalasia alacrima	C536008
1659963	d	spasm	D013035
15217518	d	spasm	D013035
1659963	d	incoordination	D001259
1659963	d	lung damage	D008171
1659963	d	death	D003643
18720094	d	death	D003643
22327749	d	death	D003643
23059969	d	death	D003643
9889493	d	death	D003643
20080937	d	death	D003643
19419701	d	death	D003643
18571450	d	death	D003643
21466708	d	death	D003643
24206932	d	death	D003643
15645262	d	death	D003643
24484587	d	death	D003643
21255199	d	death	D003643
24837749	d	death	D003643
24954676	d	death	D003643
16691116	d	death	D003643
21597461	d	death	D003643
12039443	d	death	D003643
21345215	d	death	D003643
20931227	d	developmental milestones and neurological dysfunctions	D009422
20931227	d	gait disturbance	D020233
20931227	d	hyperkeratosis of palms	C537050
20931227	d	adrenal dysfunction	D000312
10426592	d	sensorimotor neuropathy	D020233
10426592	d	bone metabolism	D001851
22284844	d	bone metabolism	D001851
19211097	d	bone metabolism	D001851
22538409	d	multisystemic disease	D004194
17186415	d	multisystemic disease	D004194
22157680	d	multisystemic disease	D004194
22538409	d	dermatological abnormalities	D000168
11196451	d	dermatological abnormalities	D000168
22538409	d	blurred vision	D014786
22538409	d	syncope	D013575
22538409	d	hyposalivation	D014987
22538409	d	complete edentulosis	D001766
22538409	d	debilitating disorder	D009358
16938764	d	adrenal disease	D000312
16938764	d	neuroautonomic dysfunction	D012735
3014426	d	achalasia of the esophagus	D004931
16528113	d	achalasia of the esophagus	D004931
7608277	d	achalasia of the esophagus	D004931
3014426	d	achilasia and alacrima	C562827
16528113	d	Esophageal achalasia	D004941
23861206	d	Esophageal achalasia	D004941
21656342	d	Esophageal achalasia	D004941
16528113	c	AAA	C407023
17880786	c	AAA	C407023
21626165	c	AAA	C407023
20185507	c	AAA	C407023
16528113	d	achalasia of the oesophagus	D004931
16528113	d	familial achalasia and alacrima	C536008
18551317	d	neurological and dermatological abnormalities	D000168
12752575	d	neurological and dermatological abnormalities	D000168
18551317	d	dysmorphic facial	None
15714316	d	dysmorphic facial	None
15945070	d	dysmorphic facial	None
18551317	d	hypoglycaemic shock	D012769
24139699	d	lack of awareness about the syndrome	D001259
24139699	d	tongue fasciculations	D005207
24139699	d	fatigue	D005221
9758716	d	fatigue	D005221
21686524	d	fatigue	D005221
25781531	d	fatigue	D005221
24139699	d	alacrimia	C566307
19078797	d	alacrimia	C566307
17880786	d	multi-systems disorder	C564969
17880786	d	coma	D003128
9889493	d	coma	D003128
17880786	d	atrophy	D001284
15516781	d	atrophy	D001284
12766902	d	atrophy	D001284
22723063	d	atrophy	D001284
10392743	d	atrophy	D001284
10392749	d	atrophy	D001284
8982953	d	atrophy	D001284
24037084	d	atrophy	D001284
10684323	d	atrophy	D001284
20378176	d	atrophy	D001284
7477867	d	atrophy	D001284
16432144	d	atrophy	D001284
17880786	d	autosomal recessive inherent disorder	D030342
12150219	d	renal ectopia	D002292
12150219	d	left renal ectopla	D002292
12150219	d	renal abnormality	D007674
15257005	d	dysfunctional lacrimation	D007766
8333772	d	Neurological and adrenal dysfunction	D009422
8333772	d	salt loss	D013651
8333772	d	hyper-reflexia	D053307
8333772	d	neurological problems	D009461
16915903	d	bilateral corneal opacity	D003318
6342189	d	hemorrhage	D006470
16816004	d	hemorrhage	D006470
23430922	d	hemorrhage	D006470
6342189	d	ocular toxicity	D005128
6342189	d	infection	D007239
21737679	d	infection	D007239
22461019	d	infection	D007239
24403049	d	infection	D007239
22327749	d	infection	D007239
12671367	d	infection	D007239
9889493	d	infection	D007239
7831797	d	infection	D007239
24204874	d	infection	D007239
15613298	d	infection	D007239
8189548	d	infection	D007239
21466851	d	infection	D007239
17979528	d	infection	D007239
15680696	c	oligonucleotide	D009841
15545299	c	oligonucleotide	D009841
19262960	c	oligonucleotide	D009841
15158159	c	oligonucleotide	D009841
16179542	c	oligonucleotide	D009841
9758716	d	hereditary glucocorticoid deficiency	C565974
9758716	d	Hereditary primary adrenal insufficiency syndromes	D000309
9758716	d	AS	None
11701718	d	AS	None
9285947	d	AS	None
9758716	d	melanoma	D008545
18628786	d	axonal motor neuropathy	D016472
22000320	d	axonal motor neuropathy	D016472
18628786	c	L430F	C023540
16789645	d	status epilepticus	D013226
16789645	d	hyponatraemia and hypoglycaemia	None
8253654	d	Achalasia-alacrima-ACTH insensitivity syndrome	C536008
8253654	d	glucocorticoid insufficiency	D000224
16543750	d	autonomic nervous system dysfunction	D009422
16543750	c	arginine	None
19232506	c	arginine	None
16543750	c	glutamine	None
12766902	c	glutamine	None
22159084	c	glutamine	None
22884749	c	glutamine	None
22588482	c	glutamine	None
15217518	d	keratopathy	C562399
9544638	d	keratopathy	C562399
15217518	d	pupillary hypersensitivity	D004342
15217518	d	dysregulation	D021081
19647786	d	dysregulation	D021081
24954676	d	dysregulation	D021081
22122400	d	dysregulation	D021081
23533690	d	dysregulation	D021081
8834259	d	Opitz Frias ) syndrome	C538387
8834259	d	autosomal dominant disorder	D030342
8834259	d	deficient lacrimation	D007767
8834259	d	Opitz-Frias ) syndrome	C538387
8834259	d	hypertelorism	D006972
8834259	d	hypospadias	D007021
11701718	d	alacrima-achalasia-adrenal insufficiency-neurologic disorder	C536008
11701718	c	NA	C043348
11701718	d	genetic defects	D030342
21970833	d	genetic defects	D030342
15545299	d	genetic defects	D030342
11805078	d	genetic defects	D030342
9821413	d	genetic defects	D030342
23988505	d	genetic defects	D030342
18720094	d	genetic defects	D030342
22611120	d	genetic defects	D030342
24566669	d	genetic defects	D030342
22983704	d	genetic defects	D030342
25270028	d	genetic defects	D030342
25238787	d	genetic defects	D030342
14578315	d	genetic defects	D030342
22936369	d	genetic defects	D030342
24716661	d	genetic defects	D030342
12070073	d	genetic defects	D030342
21431621	d	genetic defects	D030342
23928051	d	genetic defects	D030342
22757585	d	genetic defects	D030342
918840	d	congenital alacrima and deficient salivary secretion	C566307
918840	d	keratoconjunctivitis sicca	D007638
16460812	d	keratoconjunctivitis sicca	D007638
9544638	d	keratoconjunctivitis sicca	D007638
19152591	d	keratoconjunctivitis sicca	D007638
918840	c	amyloid	C544092
2510719	c	amyloid	C544092
25208619	c	amyloid	C544092
8755600	c	amyloid	C544092
19093876	c	amyloid	C544092
11378243	c	amyloid	C544092
25525276	c	amyloid	C544092
25336656	c	amyloid	C544092
24670762	c	amyloid	C544092
18322395	c	amyloid	C544092
21680755	c	amyloid	C544092
18035683	c	amyloid	C544092
16104000	c	amyloid	C544092
25478884	c	amyloid	C544092
25485856	c	amyloid	C544092
23372685	c	amyloid	C544092
18400214	c	amyloid	C544092
19262960	c	amyloid	C544092
23993988	c	amyloid	C544092
24694815	c	amyloid	C544092
16981677	c	amyloid	C544092
23370284	c	amyloid	C544092
22654104	c	amyloid	C544092
23733125	c	amyloid	C544092
17274525	c	amyloid	C544092
16325427	c	amyloid	C544092
23820032	c	amyloid	C544092
24523414	c	amyloid	C544092
23473707	c	amyloid	C544092
17191135	c	amyloid	C544092
22122400	c	amyloid	C544092
25437204	c	amyloid	C544092
17141508	c	amyloid	C544092
25256239	c	amyloid	C544092
16669732	c	amyloid	C544092
16981824	c	amyloid	C544092
23185553	c	amyloid	C544092
23040364	c	amyloid	C544092
19492089	c	amyloid	C544092
19716418	c	amyloid	C544092
24517367	c	amyloid	C544092
25589730	c	amyloid	C544092
24936186	c	amyloid	C544092
23506614	c	amyloid	C544092
18304576	c	amyloid	C544092
19644374	c	amyloid	C544092
22329651	c	amyloid	C544092
22191795	c	amyloid	C544092
15582282	c	amyloid	C544092
16006679	c	amyloid	C544092
12942175	c	amyloid	C544092
22174920	c	amyloid	C544092
17255094	c	amyloid	C544092
17505973	c	amyloid	C544092
19538145	c	amyloid	C544092
20186922	c	amyloid	C544092
12351995	c	amyloid	C544092
17023178	c	amyloid	C544092
22406446	c	amyloid	C544092
25161148	c	amyloid	C544092
17553456	c	amyloid	C544092
23218398	c	amyloid	C544092
17274531	c	amyloid	C544092
16432144	c	amyloid	C544092
22805774	c	amyloid	C544092
16885229	c	amyloid	C544092
23369945	c	amyloid	C544092
23931435	c	amyloid	C544092
23565431	d	autosomal-recessive disorder	D030342
24035193	d	autosomal-recessive disorder	D030342
23565431	d	s syndrome	D010300
12008750	d	alacrima and isolated glucocorticoid deficiency	C562827
12008750	c	CAA	C050928
12008750	c	TAA	C052697
20588230	d	Spinal cord atrophy	D001284
21626165	c	OCT	C051883
25554662	d	genetic disease	D030342
11805078	d	genetic disease	D030342
18024528	d	genetic disease	D030342
24607700	d	genetic disease	D030342
8811665	d	genetic disease	D030342
25554662	d	oesophageal dilatation	D002311
7895750	d	peripheral neuropathies	D010523
23750273	d	peripheral neuropathies	D010523
7895750	d	deep breathing	D004417
4075537	d	parasympathetic degeneration	D001342
4075537	d	parasympathetic abnormality	D001342
4075537	d	glucocorticoid failure	C564577
8006362	c	acids	D000143
24971539	c	acids	D000143
22884749	c	acids	D000143
22291504	c	acids	D000143
19211097	c	acids	D000143
8006362	c	pipecolic acid	D010875
8006362	d	adrenomyeloneuropathy or adrenoleukodystrophy	D000326
24834210	d	inherited autosomal recessive disease	D030342
24834210	d	growth retardation	D006130
16317304	d	growth retardation	D006130
24499211	d	growth retardation	D006130
11529501	d	growth retardation	D006130
22966035	d	growth retardation	D006130
12217961	d	growth retardation	D006130
8577056	d	growth retardation	D006130
23401092	d	growth retardation	D006130
7477867	d	growth retardation	D006130
23128532	d	congenital alacrimia	C566307
23128532	d	lacrimo-auriculo-dento-digital syndrome	C563160
16460812	d	lacrimo-auriculo-dento-digital syndrome	C563160
23128532	d	auriculo-dento-digital syndrome	C563160
23128532	d	multiple congenital dysplasia	D001176
23128532	d	anomalies	D000014
15664773	d	anomalies	D000014
19019927	d	anomalies	D000014
19401719	d	anomalies	D000014
23128532	d	urogenital malformations	D014564
23128532	d	facial dysmorphism	None
23791010	d	facial dysmorphism	None
12011746	d	facial dysmorphism	None
11807674	d	recurrent vomiting	None
16937455	d	iron deficiency anemia	D018798
16937455	d	adrenal insufficency	D000312
8757578	d	sensorimotor polyneuropathy	C565773
23073554	d	autosomal recessive genetic disorder	D030342
23073554	c	T nucleotide	D009711
8968764	d	hypoglycaemic	None
8968764	d	motor neuropathy	D016472
8968764	d	sensory impairment	D012678
8968764	d	hyperkeratosis	D017488
20374727	d	autosomal recessive diseases	D030342
16460812	c	lacrimo-auriculo-dento-digital	None
16460812	d	unilateral choanal atresia	D002754
16460812	d	congenital absence of lacrimal glands	C562407
16460812	d	nail dysplasia	D009260
16460812	d	shortness of fifth toe	C565090
16460812	d	temporal bone abnormality and epilepsy	C536956
16460812	d	middle phalanx of fifth digits	C536436
16460812	d	agenesis of salivary glands	D012466
16460812	d	duct obstruction	D002779
16460812	d	aplasia of both parotid glands	C566702
16460812	d	excess exotropia	D005099
21686524	d	autosomal recessive	D030342
22242004	d	autosomal recessive	D030342
15657616	d	autosomal recessive	D030342
10698592	d	autosomal recessive disorders	D030342
22469961	d	autosomal recessive disorders	D030342
19168132	d	autosomal recessive disorders	D030342
11935250	d	autosomal recessive disorders	D030342
16550916	d	autosomal recessive disorders	D030342
12893968	d	autosomal recessive disorders	D030342
10698592	c	MC2-R	D008748
15666842	d	ALacrima Achalasia aDrenal Insufficiency Neurologic disorder	C536008
15666842	c	Q15K	D011188
16609705	c	Q15K	D011188
3652558	d	deficient tear	D012167
3652558	d	abnormalities in parasympathetic and voluntary neuronal innervation	D001342
1325164	d	achalasia and alacrimia	C536008
1325164	d	hyperlipoproteinaemia	None
1325164	d	achalasia and alacrima disturbance of the lipid metabolism	C536008
2019957	d	A syndrome of alacrima	C562827
2019957	d	neurologic anomalies	D009421
2019957	d	multisystem anomalies	D000014
15843079	d	alacrima achalasia adrenal insufficiency syndrome	C536008
15843079	c	F285F	D005461
15843079	c	TTC	C009591
20447614	d	congenital tufting enteropathy	C567703
20447614	d	hyperemia	D006940
20447614	d	hyperplasia	D006965
20447614	d	fibrosis	D005355
12717251	d	fibrosis	D005355
19067230	d	fibrosis	D005355
21029365	d	fibrosis	D005355
15076627	d	fibrosis	D005355
9669722	d	fibrosis	D005355
17613998	d	fibrosis	D005355
15194565	d	fibrosis	D005355
18035683	d	fibrosis	D005355
22697347	d	fibrosis	D005355
21852685	d	fibrosis	D005355
11766638	d	fibrosis	D005355
22038282	d	fibrosis	D005355
24879640	d	fibrosis	D005355
11897564	d	fibrosis	D005355
9544638	d	lacrimal gland degeneration	C562407
9544638	d	gland degeneration	D009410
9544638	d	interpalpebral corneal	D003316
9544638	d	neuronal degeneration	D009410
21255199	d	neuronal degeneration	D009410
21953831	d	neuronal degeneration	D009410
24451142	d	neuronal degeneration	D009410
23077033	d	neuronal degeneration	D009410
24792589	d	neuronal degeneration	D009410
15480836	d	neuronal degeneration	D009410
24607700	d	neuronal degeneration	D009410
23931435	d	neuronal degeneration	D009410
9544638	d	neuronal disease	D009410
22000320	d	complex axonal neuropathy	D009422
7608277	c	ACTH-R	D000324
7608277	d	IGD	None
7608277	c	tyrosine	None
25737452	c	tyrosine	None
3385212	c	tyrosine	None
23942032	c	tyrosine	None
15585408	c	tyrosine	None
15955073	c	tyrosine	None
20351174	c	tyrosine	None
22860226	c	tyrosine	None
18514411	c	tyrosine	None
23369945	c	tyrosine	None
12752575	d	autosomal-recessive disease	D030342
12752575	d	achalasia or adrenal insufficiency	D000309
20051279	d	achalasia or adrenal insufficiency	D000309
25781531	c	NG	C030607
16609705	d	multisystemic autosomal recessive disease	D030342
10342602	d	Periventricular brain heterotopias	D054091
10342602	d	periventricular heterotopias	D054091
10342602	d	neurologic deterioration	D019636
10342602	d	abnormal neuronal migration	D054081
24607700	d	abnormal neuronal migration	D054081
10342602	d	contiguous gene syndrome	D025063
10342602	d	heterotopias	D054091
12717251	d	addisonianism	C536008
18493131	d	pituitary adrenocorticotropin	D010900
18493131	d	primary adrenal hypoplasia	C538429
18493131	d	21-hydroxylase deficiency	C535979
18493131	d	metabolic abnormality	D008659
18493131	d	neonatal adrenoleukodystrophy	202370
18493131	d	adrenal haemorrhage	D014884
16264411	d	neurological disturbances	D009422
11196451	d	neurological disturbances	D009422
23056690	d	neurological disturbances	D009422
16264411	d	Addison s disease	D000224
11084394	d	glucocorticoid adrenal insufficiency	D000309
11084394	d	isolated familial glucocorticoid deficiency	C565974
16479006	d	infertility	D007247
23430927	d	infertility	D007247
16479006	d	WD-repeat proteins	D006527
16479006	d	abnormal behavior	D001523
16479006	d	A syndrome-like disease	D030342
16098009	d	neurodegeneration and autonomic dysfunction	D009422
15516781	c	TGA	C048907
15516781	d	dysphasia	D001037
22584989	d	gastrointestinal bleeding	D006471
22899857	d	gastrointestinal bleeding	D006471
23825130	d	Deficiency of ALADIN impairs redox homeostasis	D060825
23825130	d	achalasia of the esophageal cardia	D004941
17595484	d	achalasia of the esophageal cardia	D004941
23825130	d	adrenocortical tumor	D018268
19322026	c	tryptophan aspartic acid	None
20499090	d	neurodegeneration	D019636
20706703	d	neurodegeneration	D019636
24305089	d	neurodegeneration	D019636
17460662	d	neurodegeneration	D019636
24326295	d	neurodegeneration	D019636
20863281	d	neurodegeneration	D019636
20202486	d	neurodegeneration	D019636
16751191	d	neurodegeneration	D019636
24670762	d	neurodegeneration	D019636
18322395	d	neurodegeneration	D019636
22701754	d	neurodegeneration	D019636
20074050	d	neurodegeneration	D019636
24837749	d	neurodegeneration	D019636
24954676	d	neurodegeneration	D019636
19199926	d	neurodegeneration	D019636
23764168	d	neurodegeneration	D019636
17191135	d	neurodegeneration	D019636
23983898	d	neurodegeneration	D019636
22122400	d	neurodegeneration	D019636
22847264	d	neurodegeneration	D019636
24910594	d	neurodegeneration	D019636
19492089	d	neurodegeneration	D019636
25589730	d	neurodegeneration	D019636
21414908	d	neurodegeneration	D019636
17017528	d	neurodegeneration	D019636
15530777	d	neurodegeneration	D019636
21747756	d	neurodegeneration	D019636
24070869	d	neurodegeneration	D019636
22899188	d	neurodegeneration	D019636
22191795	d	neurodegeneration	D019636
21615270	d	neurodegeneration	D019636
20013185	d	neurodegeneration	D019636
23684651	d	neurodegeneration	D019636
23985544	d	neurodegeneration	D019636
25206537	d	neurodegeneration	D019636
19263214	d	neurodegeneration	D019636
12039443	d	neurodegeneration	D019636
14655766	d	neurodegeneration	D019636
17853535	d	neurodegeneration	D019636
20186922	d	neurodegeneration	D019636
23742046	d	neurodegeneration	D019636
17362839	d	neurodegeneration	D019636
24133408	d	neurodegeneration	D019636
24483600	d	neurodegeneration	D019636
16179542	d	neurodegeneration	D019636
25520620	d	neurodegeneration	D019636
16964263	d	neurodegeneration	D019636
20813146	d	neurodegeneration	D019636
21744492	d	autosomal recessive Triple A syndrome	C536008
21744492	d	X-linked	C564052
21744492	d	cognitive impairment	D003072
17639595	d	cognitive impairment	D003072
11417605	d	cognitive impairment	D003072
19396570	d	cognitive impairment	D003072
10700701	d	cognitive impairment	D003072
20936705	d	cognitive impairment	D003072
24670762	d	cognitive impairment	D003072
22122400	d	cognitive impairment	D003072
24936186	d	cognitive impairment	D003072
19644374	d	cognitive impairment	D003072
22191795	d	cognitive impairment	D003072
23985544	d	cognitive impairment	D003072
1815166	d	hypolacrimation	None
1815166	d	cornea	D065306
10569189	d	cornea	D065306
10235590	d	familial glucocorticoid deficiency and alacrima	C562827
11159947	c	BAC	C081953
11196451	c	BAC	C081953
11159947	c	PAC	C054549
11196451	c	PAC	C054549
11196451	d	Achalasia of the cardia and Alacrima	C536008
